Scheduling code,Purpose,Subject,Level,Topic,Tutor,Centre,Classroom,Capacity,Date (text),Start Time,Date,Timeslot (+3hr),Video Guides,Address,Subject1,Subject2,Level1,CC Type,Form Question,ConfirmationMsg Template,Form Entry,[Waitlist] Form Entry,,Duplicate class,Remarks,No. Regular S,No. Signups,No. Waitlist Signups,Total Signups,No. Confirmed,Total Signups | Confirmed | Capacity | Waitlist,Confirmed Capacity%,Actual Confirmed,Attendance,Conversion,Form Controls,Form Option to Display
JC - JunCC<>Biology<>JC1<>DNA Structure & Replication<>Melvin<>Bukit Panjang<>BP-1 (JC)<>24<>29 May (Thu)<>5:00 PM,JC - JunCC,Biology,JC1,DNA Structure & Replication,Melvin,Bukit Panjang,BP-1 (JC),24,29 May (Thu),5:00:00 PM,5/29/2025,05:00PM - 08:00PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,BIO,BIO,J1,CC Type,Biology,Biology - Bukit Panjang - 29 May (Thu) 5PM,[JC1 Biology] DNA Structure & Replication - 29 May (Thu) | 05:00PM - 08:00PM | Bukit Panjang,[Waitlist] [JC1 Biology] DNA Structure & Replication - 29 May (Thu) | 05:00PM - 08:00PM | Bukit Panjang,,0,,,0,0,0,0,0 | 0 | 24 | 0,0.00%,0,0,,Default,[JC1 Biology] DNA Structure & Replication - 29 May (Thu) | 05:00PM - 08:00PM | Bukit Panjang
JC - JunCC<>Physics<>JC1<>Circular Motion<>Enzhao<>Jurong East (CPF Building)<>JE-1<>30<>6 Jun (Fri)<>1:30 PM,JC - JunCC,Physics,JC1,Circular Motion,Enzhao,Jurong East (CPF Building),JE-1,30,6 Jun (Fri),1:30:00 PM,6/6/2025,01:30PM - 04:30PM,https://tinyurl.com/4cnf5kwu,21 Jurong Gateway Rd #02-01 (CPF Jurong Building) S608546,PHYS,PHYS,J1,Crashcourse,Physics,Physics - Jurong East (CPF Building) - 6 Jun (Fri) 1PM,[JC1 Physics] Circular Motion - 6 Jun (Fri) | 01:30PM - 04:30PM | Jurong East (CPF Building),[Waitlist] [JC1 Physics] Circular Motion - 6 Jun (Fri) | 01:30PM - 04:30PM | Jurong East (CPF Building),,0,,,1,0,1,1,1 | 1 | 30 | 0,3.33%,1,0,,Default,[JC1 Physics] Circular Motion - 6 Jun (Fri) | 01:30PM - 04:30PM | Jurong East (CPF Building)
JC - JunCC<>Physics<>JC1<>Circular Motion<>Enzhao<>Jurong East (CPF Building)<>JE-1<>30<>9 Jun (Mon)<>1:30 PM,JC - JunCC,Physics,JC1,Circular Motion,Enzhao,Jurong East (CPF Building),JE-1,30,9 Jun (Mon),1:30:00 PM,6/9/2025,01:30PM - 04:30PM,https://tinyurl.com/4cnf5kwu,21 Jurong Gateway Rd #02-01 (CPF Jurong Building) S608546,PHYS,PHYS,J1,Crashcourse,Physics,Physics - Jurong East (CPF Building) - 9 Jun (Mon) 1PM,[JC1 Physics] Circular Motion - 9 Jun (Mon) | 01:30PM - 04:30PM | Jurong East (CPF Building),[Waitlist] [JC1 Physics] Circular Motion - 9 Jun (Mon) | 01:30PM - 04:30PM | Jurong East (CPF Building),,0,,,3,0,3,3,3 | 3 | 30 | 0,10.00%,3,0,,Default,[JC1 Physics] Circular Motion - 9 Jun (Mon) | 01:30PM - 04:30PM | Jurong East (CPF Building)
JC - JunCC<>Physics<>JC1<>Circular Motion<>Duncan Yap<>Paya Lebar<>KINEX-1<>24<>9 Jun (Mon)<>1:30 PM,JC - JunCC,Physics,JC1,Circular Motion,Duncan Yap,Paya Lebar,KINEX-1,24,9 Jun (Mon),1:30:00 PM,6/9/2025,01:30PM - 04:30PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,PHYS,PHYS,J1,Crashcourse,Physics,Physics - Paya Lebar - 9 Jun (Mon) 1PM,[JC1 Physics] Circular Motion - 9 Jun (Mon) | 01:30PM - 04:30PM | Paya Lebar,[Waitlist] [JC1 Physics] Circular Motion - 9 Jun (Mon) | 01:30PM - 04:30PM | Paya Lebar,,0,,,3,0,3,2,3 | 2 | 24 | 0,8.33%,2,0,,Default,[JC1 Physics] Circular Motion - 9 Jun (Mon) | 01:30PM - 04:30PM | Paya Lebar
JC - JunCC<>Physics<>JC1<>Circular Motion<>Han Wei<>Tampines<>TP-1<>28<>9 Jun (Mon)<>1:30 PM,JC - JunCC,Physics,JC1,Circular Motion,Han Wei,Tampines,TP-1,28,9 Jun (Mon),1:30:00 PM,6/9/2025,01:30PM - 04:30PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,PHYS,PHYS,J1,Crashcourse,Physics,Physics - Tampines - 9 Jun (Mon) 1PM,[JC1 Physics] Circular Motion - 9 Jun (Mon) | 01:30PM - 04:30PM | Tampines,[Waitlist] [JC1 Physics] Circular Motion - 9 Jun (Mon) | 01:30PM - 04:30PM | Tampines,,0,,,2,0,2,2,2 | 2 | 28 | 0,7.14%,2,0,,Default,[JC1 Physics] Circular Motion - 9 Jun (Mon) | 01:30PM - 04:30PM | Tampines
JC - JunCC<>Physics<>JC1<>Circular Motion<>Aznikah<>Marymount<>MM-1<>28<>10 Jun (Tue)<>10:00 AM,JC - JunCC,Physics,JC1,Circular Motion,Aznikah,Marymount,MM-1,28,10 Jun (Tue),10:00:00 AM,6/10/2025,10:00AM - 01:00PM,bit.ly/zenithMM,183 Upper Thomson Road  #B1-05 (Longhaus) S574429,PHYS,PHYS,J1,Crashcourse,Physics,Physics - Marymount - 10 Jun (Tue) 10AM,[JC1 Physics] Circular Motion - 10 Jun (Tue) | 10:00AM - 01:00PM | Marymount,[Waitlist] [JC1 Physics] Circular Motion - 10 Jun (Tue) | 10:00AM - 01:00PM | Marymount,,0,,,2,0,2,2,2 | 2 | 28 | 0,7.14%,2,0,,Default,[JC1 Physics] Circular Motion - 10 Jun (Tue) | 10:00AM - 01:00PM | Marymount
JC - JunCC<>Physics<>JC1<>Circular Motion<>Han Wei<>Potong Pasir<>PP-4 (L2)<>36<>10 Jun (Tue)<>10:00 AM,JC - JunCC,Physics,JC1,Circular Motion,Han Wei,Potong Pasir,PP-4 (L2),36,10 Jun (Tue),10:00:00 AM,6/10/2025,10:00AM - 01:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,PHYS,PHYS,J1,Crashcourse,Physics,Physics - Potong Pasir - 10 Jun (Tue) 10AM,[JC1 Physics] Circular Motion - 10 Jun (Tue) | 10:00AM - 01:00PM | Potong Pasir,[Waitlist] [JC1 Physics] Circular Motion - 10 Jun (Tue) | 10:00AM - 01:00PM | Potong Pasir,,0,,,2,0,2,2,2 | 2 | 36 | 0,5.56%,2,0,,Default,[JC1 Physics] Circular Motion - 10 Jun (Tue) | 10:00AM - 01:00PM | Potong Pasir
JC - JunCC<>Physics<>JC1<>Circular Motion<>Han Wei<>Tampines<>TP-2<>25<>12 Jun (Thu)<>10:00 AM,JC - JunCC,Physics,JC1,Circular Motion,Han Wei,Tampines,TP-2,25,12 Jun (Thu),10:00:00 AM,6/12/2025,10:00AM - 01:00PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,PHYS,PHYS,J1,Crashcourse,Physics,Physics - Tampines - 12 Jun (Thu) 10AM,[JC1 Physics] Circular Motion - 12 Jun (Thu) | 10:00AM - 01:00PM | Tampines,[Waitlist] [JC1 Physics] Circular Motion - 12 Jun (Thu) | 10:00AM - 01:00PM | Tampines,,0,,,3,0,3,3,3 | 3 | 25 | 0,12.00%,3,0,,Default,[JC1 Physics] Circular Motion - 12 Jun (Thu) | 10:00AM - 01:00PM | Tampines
JC - JunCC<>Physics<>JC1<>Circular Motion<>Enzhao<>Tan Kah Kee<>CORO-1<>30<>12 Jun (Thu)<>10:00 AM,JC - JunCC,Physics,JC1,Circular Motion,Enzhao,Tan Kah Kee,CORO-1,30,12 Jun (Thu),10:00:00 AM,6/12/2025,10:00AM - 01:00PM,bit.ly/zenithTKK,"587 Bukit Timah Rd, #01-05 Coronation Plaza (Beside KFC) S269707",PHYS,PHYS,J1,Crashcourse,Physics,Physics - Tan Kah Kee - 12 Jun (Thu) 10AM,[JC1 Physics] Circular Motion - 12 Jun (Thu) | 10:00AM - 01:00PM | Tan Kah Kee,[Waitlist] [JC1 Physics] Circular Motion - 12 Jun (Thu) | 10:00AM - 01:00PM | Tan Kah Kee,,0,,,1,0,1,1,1 | 1 | 30 | 0,3.33%,1,0,,Default,[JC1 Physics] Circular Motion - 12 Jun (Thu) | 10:00AM - 01:00PM | Tan Kah Kee
JC - JunCC<>Physics<>JC1<>Circular Motion<>Duncan Yap<>Marymount<>MM-2<>27<>12 Jun (Thu)<>1:30 PM,JC - JunCC,Physics,JC1,Circular Motion,Duncan Yap,Marymount,MM-2,27,12 Jun (Thu),1:30:00 PM,6/12/2025,01:30PM - 04:30PM,bit.ly/zenithMM,183 Upper Thomson Road  #B1-05 (Longhaus) S574429,PHYS,PHYS,J1,Crashcourse,Physics,Physics - Marymount - 12 Jun (Thu) 1PM,[JC1 Physics] Circular Motion - 12 Jun (Thu) | 01:30PM - 04:30PM | Marymount,[Waitlist] [JC1 Physics] Circular Motion - 12 Jun (Thu) | 01:30PM - 04:30PM | Marymount,,0,,,0,0,0,0,0 | 0 | 27 | 0,0.00%,0,0,,Default,[JC1 Physics] Circular Motion - 12 Jun (Thu) | 01:30PM - 04:30PM | Marymount
JC - JunCC<>Physics<>JC1<>Circular Motion<>Duncan Yap<>Buona Vista<>BV-1 (L3)<>30<>13 Jun (Fri)<>1:30 PM,JC - JunCC,Physics,JC1,Circular Motion,Duncan Yap,Buona Vista,BV-1 (L3),30,13 Jun (Fri),1:30:00 PM,6/13/2025,01:30PM - 04:30PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,PHYS,PHYS,J1,Crashcourse,Physics,Physics - Buona Vista - 13 Jun (Fri) 1PM,[JC1 Physics] Circular Motion - 13 Jun (Fri) | 01:30PM - 04:30PM | Buona Vista,[Waitlist] [JC1 Physics] Circular Motion - 13 Jun (Fri) | 01:30PM - 04:30PM | Buona Vista,,0,,,0,0,0,0,0 | 0 | 30 | 0,0.00%,0,0,,Default,[JC1 Physics] Circular Motion - 13 Jun (Fri) | 01:30PM - 04:30PM | Buona Vista
JC - JunCC<>Physics<>JC1<>Circular Motion<>Duncan Yap<>Potong Pasir<>PP-4 (L2)<>36<>16 Jun (Mon)<>1:30 PM,JC - JunCC,Physics,JC1,Circular Motion,Duncan Yap,Potong Pasir,PP-4 (L2),36,16 Jun (Mon),1:30:00 PM,6/16/2025,01:30PM - 04:30PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,PHYS,PHYS,J1,Crashcourse,Physics,Physics - Potong Pasir - 16 Jun (Mon) 1PM,[JC1 Physics] Circular Motion - 16 Jun (Mon) | 01:30PM - 04:30PM | Potong Pasir,[Waitlist] [JC1 Physics] Circular Motion - 16 Jun (Mon) | 01:30PM - 04:30PM | Potong Pasir,,0,,,0,0,0,0,0 | 0 | 36 | 0,0.00%,0,0,,Default,[JC1 Physics] Circular Motion - 16 Jun (Mon) | 01:30PM - 04:30PM | Potong Pasir
JC - JunCC<>Physics<>JC1<>Circular Motion<>Aznikah<>Marymount<>MM-2<>27<>17 Jun (Tue)<>10:00 AM,JC - JunCC,Physics,JC1,Circular Motion,Aznikah,Marymount,MM-2,27,17 Jun (Tue),10:00:00 AM,6/17/2025,10:00AM - 01:00PM,bit.ly/zenithMM,183 Upper Thomson Road  #B1-05 (Longhaus) S574429,PHYS,PHYS,J1,Crashcourse,Physics,Physics - Marymount - 17 Jun (Tue) 10AM,[JC1 Physics] Circular Motion - 17 Jun (Tue) | 10:00AM - 01:00PM | Marymount,[Waitlist] [JC1 Physics] Circular Motion - 17 Jun (Tue) | 10:00AM - 01:00PM | Marymount,,0,,,0,0,0,0,0 | 0 | 27 | 0,0.00%,0,0,,Default,[JC1 Physics] Circular Motion - 17 Jun (Tue) | 10:00AM - 01:00PM | Marymount
JC - JunCC<>Physics<>JC1<>Circular Motion<>Enzhao<>Bukit Panjang<>BP-1 (JC)<>24<>18 Jun (Wed)<>1:30 PM,JC - JunCC,Physics,JC1,Circular Motion,Enzhao,Bukit Panjang,BP-1 (JC),24,18 Jun (Wed),1:30:00 PM,6/18/2025,01:30PM - 04:30PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,PHYS,PHYS,J1,Crashcourse,Physics,Physics - Bukit Panjang - 18 Jun (Wed) 1PM,[JC1 Physics] Circular Motion - 18 Jun (Wed) | 01:30PM - 04:30PM | Bukit Panjang,[Waitlist] [JC1 Physics] Circular Motion - 18 Jun (Wed) | 01:30PM - 04:30PM | Bukit Panjang,,0,,,1,0,1,1,1 | 1 | 24 | 0,4.17%,1,0,,Default,[JC1 Physics] Circular Motion - 18 Jun (Wed) | 01:30PM - 04:30PM | Bukit Panjang
JC - JunCC<>Physics<>JC1<>Circular Motion<>Aznikah<>Jurong East (CPF Building)<>JE-1<>30<>18 Jun (Wed)<>1:30 PM,JC - JunCC,Physics,JC1,Circular Motion,Aznikah,Jurong East (CPF Building),JE-1,30,18 Jun (Wed),1:30:00 PM,6/18/2025,01:30PM - 04:30PM,https://tinyurl.com/4cnf5kwu,21 Jurong Gateway Rd #02-01 (CPF Jurong Building) S608546,PHYS,PHYS,J1,Crashcourse,Physics,Physics - Jurong East (CPF Building) - 18 Jun (Wed) 1PM,[JC1 Physics] Circular Motion - 18 Jun (Wed) | 01:30PM - 04:30PM | Jurong East (CPF Building),[Waitlist] [JC1 Physics] Circular Motion - 18 Jun (Wed) | 01:30PM - 04:30PM | Jurong East (CPF Building),,0,,,2,0,2,2,2 | 2 | 30 | 0,6.67%,2,0,,Default,[JC1 Physics] Circular Motion - 18 Jun (Wed) | 01:30PM - 04:30PM | Jurong East (CPF Building)
JC - JunCC<>Physics<>JC1<>Circular Motion<>Aznikah<>Paya Lebar<>KINEX-2<>30<>19 Jun (Thu)<>10:00 AM,JC - JunCC,Physics,JC1,Circular Motion,Aznikah,Paya Lebar,KINEX-2,30,19 Jun (Thu),10:00:00 AM,6/19/2025,10:00AM - 01:00PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,PHYS,PHYS,J1,Crashcourse,Physics,Physics - Paya Lebar - 19 Jun (Thu) 10AM,[JC1 Physics] Circular Motion - 19 Jun (Thu) | 10:00AM - 01:00PM | Paya Lebar,[Waitlist] [JC1 Physics] Circular Motion - 19 Jun (Thu) | 10:00AM - 01:00PM | Paya Lebar,,0,,,1,0,1,1,1 | 1 | 30 | 0,3.33%,1,0,,Default,[JC1 Physics] Circular Motion - 19 Jun (Thu) | 10:00AM - 01:00PM | Paya Lebar
JC - JunCC<>Physics<>JC1<>Circular Motion<>Han Wei<>Tampines<>TP-6<>35<>19 Jun (Thu)<>10:00 AM,JC - JunCC,Physics,JC1,Circular Motion,Han Wei,Tampines,TP-6,35,19 Jun (Thu),10:00:00 AM,6/19/2025,10:00AM - 01:00PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,PHYS,PHYS,J1,Crashcourse,Physics,Physics - Tampines - 19 Jun (Thu) 10AM,[JC1 Physics] Circular Motion - 19 Jun (Thu) | 10:00AM - 01:00PM | Tampines,[Waitlist] [JC1 Physics] Circular Motion - 19 Jun (Thu) | 10:00AM - 01:00PM | Tampines,,0,,,5,0,5,5,5 | 5 | 35 | 0,14.29%,5,0,,Default,[JC1 Physics] Circular Motion - 19 Jun (Thu) | 10:00AM - 01:00PM | Tampines
JC - JunCC<>Physics<>JC1<>Circular Motion<>Enzhao<>Tan Kah Kee<>TKK-2<>30<>20 Jun (Fri)<>10:00 AM,JC - JunCC,Physics,JC1,Circular Motion,Enzhao,Tan Kah Kee,TKK-2,30,20 Jun (Fri),10:00:00 AM,6/20/2025,10:00AM - 01:00PM,bit.ly/zenithTKK,"587 Bukit Timah Rd, #01-05 Coronation Plaza (Beside KFC) S269707",PHYS,PHYS,J1,Crashcourse,Physics,Physics - Tan Kah Kee - 20 Jun (Fri) 10AM,[JC1 Physics] Circular Motion - 20 Jun (Fri) | 10:00AM - 01:00PM | Tan Kah Kee,[Waitlist] [JC1 Physics] Circular Motion - 20 Jun (Fri) | 10:00AM - 01:00PM | Tan Kah Kee,,0,,,1,0,1,1,1 | 1 | 30 | 0,3.33%,1,0,,Default,[JC1 Physics] Circular Motion - 20 Jun (Fri) | 10:00AM - 01:00PM | Tan Kah Kee
JC - JunCC<>Physics<>JC1<>Circular Motion<>Duncan Yap<>Buona Vista<>BV-1 (L3)<>30<>20 Jun (Fri)<>1:30 PM,JC - JunCC,Physics,JC1,Circular Motion,Duncan Yap,Buona Vista,BV-1 (L3),30,20 Jun (Fri),1:30:00 PM,6/20/2025,01:30PM - 04:30PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,PHYS,PHYS,J1,Crashcourse,Physics,Physics - Buona Vista - 20 Jun (Fri) 1PM,[JC1 Physics] Circular Motion - 20 Jun (Fri) | 01:30PM - 04:30PM | Buona Vista,[Waitlist] [JC1 Physics] Circular Motion - 20 Jun (Fri) | 01:30PM - 04:30PM | Buona Vista,,0,,,1,0,1,0,1 | 0 | 30 | 0,0.00%,0,0,,Default,[JC1 Physics] Circular Motion - 20 Jun (Fri) | 01:30PM - 04:30PM | Buona Vista
JC - JunCC<>Physics<>JC1<>Motion and Forces (Newton's Laws) + Collisions<>Enzhao<>Tan Kah Kee<>TKK-2<>30<>28 May (Wed)<>5:00 PM,JC - JunCC,Physics,JC1,Motion and Forces (Newton's Laws) + Collisions,Enzhao,Tan Kah Kee,TKK-2,30,28 May (Wed),5:00:00 PM,5/28/2025,05:00PM - 08:00PM,bit.ly/zenithTKK,"587 Bukit Timah Rd, #01-05 Coronation Plaza (Beside KFC) S269707",PHYS,PHYS,J1,Crashcourse,Physics,Physics - Tan Kah Kee - 28 May (Wed) 5PM,[JC1 Physics] Motion and Forces (Newton's Laws) + Collisions - 28 May (Wed) | 05:00PM - 08:00PM | Tan Kah Kee,[Waitlist] [JC1 Physics] Motion and Forces (Newton's Laws) + Collisions - 28 May (Wed) | 05:00PM - 08:00PM | Tan Kah Kee,,0,,,0,0,0,0,0 | 0 | 30 | 0,0.00%,0,0,,Default,[JC1 Physics] Motion and Forces (Newton's Laws) + Collisions - 28 May (Wed) | 05:00PM - 08:00PM | Tan Kah Kee
JC - JunCC<>Physics<>JC1<>Motion and Forces (Newton's Laws) + Collisions<>Enzhao<>Jurong East (CPF Building)<>JE-1<>30<>30 May (Fri)<>5:00 PM,JC - JunCC,Physics,JC1,Motion and Forces (Newton's Laws) + Collisions,Enzhao,Jurong East (CPF Building),JE-1,30,30 May (Fri),5:00:00 PM,5/30/2025,05:00PM - 08:00PM,https://tinyurl.com/4cnf5kwu,21 Jurong Gateway Rd #02-01 (CPF Jurong Building) S608546,PHYS,PHYS,J1,Crashcourse,Physics,Physics - Jurong East (CPF Building) - 30 May (Fri) 5PM,[JC1 Physics] Motion and Forces (Newton's Laws) + Collisions - 30 May (Fri) | 05:00PM - 08:00PM | Jurong East (CPF Building),[Waitlist] [JC1 Physics] Motion and Forces (Newton's Laws) + Collisions - 30 May (Fri) | 05:00PM - 08:00PM | Jurong East (CPF Building),,0,,,1,0,1,1,1 | 1 | 30 | 0,3.33%,1,0,,Default,[JC1 Physics] Motion and Forces (Newton's Laws) + Collisions - 30 May (Fri) | 05:00PM - 08:00PM | Jurong East (CPF Building)
JC - JunCC<>Physics<>JC1<>Motion and Forces (Newton's Laws) + Collisions<>Enzhao<>Bukit Panjang<>BP-1 (JC)<>24<>2 Jun (Mon)<>10:00 AM,JC - JunCC,Physics,JC1,Motion and Forces (Newton's Laws) + Collisions,Enzhao,Bukit Panjang,BP-1 (JC),24,2 Jun (Mon),10:00:00 AM,6/2/2025,10:00AM - 01:00PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,PHYS,PHYS,J1,Crashcourse,Physics,Physics - Bukit Panjang - 2 Jun (Mon) 10AM,[JC1 Physics] Motion and Forces (Newton's Laws) + Collisions - 2 Jun (Mon) | 10:00AM - 01:00PM | Bukit Panjang,[Waitlist] [JC1 Physics] Motion and Forces (Newton's Laws) + Collisions - 2 Jun (Mon) | 10:00AM - 01:00PM | Bukit Panjang,,0,,,0,0,0,0,0 | 0 | 24 | 0,0.00%,0,0,,Default,[JC1 Physics] Motion and Forces (Newton's Laws) + Collisions - 2 Jun (Mon) | 10:00AM - 01:00PM | Bukit Panjang
JC - JunCC<>Physics<>JC1<>Motion and Forces (Newton's Laws) + Collisions<>Duncan Yap<>Paya Lebar<>KINEX-1<>24<>2 Jun (Mon)<>1:30 PM,JC - JunCC,Physics,JC1,Motion and Forces (Newton's Laws) + Collisions,Duncan Yap,Paya Lebar,KINEX-1,24,2 Jun (Mon),1:30:00 PM,6/2/2025,01:30PM - 04:30PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,PHYS,PHYS,J1,Crashcourse,Physics,Physics - Paya Lebar - 2 Jun (Mon) 1PM,[JC1 Physics] Motion and Forces (Newton's Laws) + Collisions - 2 Jun (Mon) | 01:30PM - 04:30PM | Paya Lebar,[Waitlist] [JC1 Physics] Motion and Forces (Newton's Laws) + Collisions - 2 Jun (Mon) | 01:30PM - 04:30PM | Paya Lebar,,0,,,8,0,8,7,8 | 7 | 24 | 0,29.17%,7,0,,Default,[JC1 Physics] Motion and Forces (Newton's Laws) + Collisions - 2 Jun (Mon) | 01:30PM - 04:30PM | Paya Lebar
JC - JunCC<>Physics<>JC1<>Motion and Forces (Newton's Laws) + Collisions<>Duncan Yap<>Buona Vista<>BV-3 (L2)<>30<>3 Jun (Tue)<>10:00 AM,JC - JunCC,Physics,JC1,Motion and Forces (Newton's Laws) + Collisions,Duncan Yap,Buona Vista,BV-3 (L2),30,3 Jun (Tue),10:00:00 AM,6/3/2025,10:00AM - 01:00PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,PHYS,PHYS,J1,Crashcourse,Physics,Physics - Buona Vista - 3 Jun (Tue) 10AM,[JC1 Physics] Motion and Forces (Newton's Laws) + Collisions - 3 Jun (Tue) | 10:00AM - 01:00PM | Buona Vista,[Waitlist] [JC1 Physics] Motion and Forces (Newton's Laws) + Collisions - 3 Jun (Tue) | 10:00AM - 01:00PM | Buona Vista,,0,,,1,0,1,1,1 | 1 | 30 | 0,3.33%,1,0,,Default,[JC1 Physics] Motion and Forces (Newton's Laws) + Collisions - 3 Jun (Tue) | 10:00AM - 01:00PM | Buona Vista
JC - JunCC<>Physics<>JC1<>Motion and Forces (Newton's Laws) + Collisions<>Aznikah<>Marymount<>MM-1<>28<>3 Jun (Tue)<>1:30 PM,JC - JunCC,Physics,JC1,Motion and Forces (Newton's Laws) + Collisions,Aznikah,Marymount,MM-1,28,3 Jun (Tue),1:30:00 PM,6/3/2025,01:30PM - 04:30PM,bit.ly/zenithMM,183 Upper Thomson Road  #B1-05 (Longhaus) S574429,PHYS,PHYS,J1,Crashcourse,Physics,Physics - Marymount - 3 Jun (Tue) 1PM,[JC1 Physics] Motion and Forces (Newton's Laws) + Collisions - 3 Jun (Tue) | 01:30PM - 04:30PM | Marymount,[Waitlist] [JC1 Physics] Motion and Forces (Newton's Laws) + Collisions - 3 Jun (Tue) | 01:30PM - 04:30PM | Marymount,,0,,,3,0,3,3,3 | 3 | 28 | 0,10.71%,3,0,,Default,[JC1 Physics] Motion and Forces (Newton's Laws) + Collisions - 3 Jun (Tue) | 01:30PM - 04:30PM | Marymount
JC - JunCC<>Physics<>JC1<>Motion and Forces (Newton's Laws) + Collisions<>Duncan Yap<>Marymount<>MM-1<>28<>5 Jun (Thu)<>1:30 PM,JC - JunCC,Physics,JC1,Motion and Forces (Newton's Laws) + Collisions,Duncan Yap,Marymount,MM-1,28,5 Jun (Thu),1:30:00 PM,6/5/2025,01:30PM - 04:30PM,bit.ly/zenithMM,183 Upper Thomson Road  #B1-05 (Longhaus) S574429,PHYS,PHYS,J1,Crashcourse,Physics,Physics - Marymount - 5 Jun (Thu) 1PM,[JC1 Physics] Motion and Forces (Newton's Laws) + Collisions - 5 Jun (Thu) | 01:30PM - 04:30PM | Marymount,[Waitlist] [JC1 Physics] Motion and Forces (Newton's Laws) + Collisions - 5 Jun (Thu) | 01:30PM - 04:30PM | Marymount,,0,,,0,0,0,0,0 | 0 | 28 | 0,0.00%,0,0,,Default,[JC1 Physics] Motion and Forces (Newton's Laws) + Collisions - 5 Jun (Thu) | 01:30PM - 04:30PM | Marymount
JC - JunCC<>Physics<>JC1<>Motion and Forces (Newton's Laws) + Collisions<>Han Wei<>Potong Pasir<>PP-3 (L2)<>14<>5 Jun (Thu)<>1:30 PM,JC - JunCC,Physics,JC1,Motion and Forces (Newton's Laws) + Collisions,Han Wei,Potong Pasir,PP-3 (L2),14,5 Jun (Thu),1:30:00 PM,6/5/2025,01:30PM - 04:30PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,PHYS,PHYS,J1,Crashcourse,Physics,Physics - Potong Pasir - 5 Jun (Thu) 1PM,[JC1 Physics] Motion and Forces (Newton's Laws) + Collisions - 5 Jun (Thu) | 01:30PM - 04:30PM | Potong Pasir,[Waitlist] [JC1 Physics] Motion and Forces (Newton's Laws) + Collisions - 5 Jun (Thu) | 01:30PM - 04:30PM | Potong Pasir,,0,,,0,0,0,0,0 | 0 | 14 | 0,0.00%,0,0,,Default,[JC1 Physics] Motion and Forces (Newton's Laws) + Collisions - 5 Jun (Thu) | 01:30PM - 04:30PM | Potong Pasir
JC - JunCC<>Physics<>JC1<>Motion and Forces (Newton's Laws) + Collisions<>Aznikah<>Potong Pasir<>PP-4 (L2)<>36<>6 Jun (Fri)<>10:00 AM,JC - JunCC,Physics,JC1,Motion and Forces (Newton's Laws) + Collisions,Aznikah,Potong Pasir,PP-4 (L2),36,6 Jun (Fri),10:00:00 AM,6/6/2025,10:00AM - 01:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,PHYS,PHYS,J1,Crashcourse,Physics,Physics - Potong Pasir - 6 Jun (Fri) 10AM,[JC1 Physics] Motion and Forces (Newton's Laws) + Collisions - 6 Jun (Fri) | 10:00AM - 01:00PM | Potong Pasir,[Waitlist] [JC1 Physics] Motion and Forces (Newton's Laws) + Collisions - 6 Jun (Fri) | 10:00AM - 01:00PM | Potong Pasir,,0,,,3,0,3,3,3 | 3 | 36 | 0,8.33%,3,0,,Default,[JC1 Physics] Motion and Forces (Newton's Laws) + Collisions - 6 Jun (Fri) | 10:00AM - 01:00PM | Potong Pasir
